name,token,normalizedName
ERP SOFT SYSTEMS LTD.,530909,erp soft systems
J.R.FOODS LTD.,530915,j r foods
R.R.SECURITIES LTD.,530917,r r securities
REMSONS INDUSTRIES LTD.,530919,remsons
INTEGRATED THERMOPLASTICS LTD.,530921,integrated thermoplastics
RCL Foods Limited,530923,rcl foods
RAMSONS PROJECTS LTD.,530925,ramsons projects
HARYANA FINANCIAL CORPORATION LTD.,530927,haryana financial corporation
STANPACKS (INDIA) LTD.,530931,stanpacks
Ums Technologies Ltd.,530937,ums technologies
SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,530943,sri adhikari brothers television network
GANGOTRI IRON & STEEL COMPANY LTD.,530945,gangotri iron steel
RAMINFO LIMITED,530951,raminfo
SUNIL AGRO FOODS LTD.,530953,sunil agro foods
Mindvision Capital Ltd,530955,mindvision capital
DIANA TEA CO.LTD.,530959,diana tea co
Vikas EcoTech Ltd,530961,vikas ecotech
INDIAN OIL CORPORATION LTD.,530965,indian oil corporation
Kyra Landscapes Limited,530967,kyra landscapes
NIMBUS INDUSTRIES LTD.,530971,nimbus
ALFA ICA (INDIA) LTD.,530973,alfa ica
Shri Keshav Cements And Infra Ltd,530977,shri keshav cements and infra
INDIA HOME LOAN LTD.,530979,india home loan
JPT SECURITIES LTD.,530985,jpt securities
Shantivijay Jewels Ltd.,530989,shantivijay jewels
ROOPA INDUSTRIES LTD.,530991,roopa
SARTHAK GLOBAL LTD.,530993,sarthak global
UNIQUE ORGANICS LTD.,530997,unique organics
BALAJI AMINES LTD.,530999,balaji amines
SWARNA SECURITIES LTD.,531003,swarna securities
Sun Granite Export Ltd,531013,sun granite export
Venmax Drugs And Pharmaceuticals Ltd,531015,venmax drugs and pharmaceuticals
ARIHANT'S SECURITIES LTD.,531017,arihant s securities
VISAGAR FINANCIAL SERVICES LTD.,531025,visagar financial services
LIBORD SECURITIES LTD.,531027,libord securities
BHARAT TEXTILES & PROOFING INDUSTRIES LTD.,531029,bharat textiles proofing
REGAL ENTERTAINMENT & CONSULTANTS LTD.,531033,regal entertainment consultants
Justride Enterprises Ltd,531035,justride enterprises
COMPETENT AUTOMOBILES CO.LTD.,531041,competent automobiles co
DHANVANTRI JEEVAN REKHA LTD.,531043,dhanvantri jeevan rekha
Advance PowerInfra Tech Limited,531047,advance powerinfra tech
NEELKANTH ROCKMINERALS LTD.,531049,neelkanth rockminerals
VINTAGE SECURITIES LTD.,531051,vintage securities
GFL Financials India Limited,531055,gfl financials
OSWAL OVERSEAS LTD.,531065,oswal overseas
CONTIL INDIA LTD.,531067,contil
VIJAY SOLVEX LTD.,531069,vijay solvex
SHRI KRISHNA DEVCON LTD.,531080,shri krishna devcon
Alankit Ltd,531082,alankit
NIHAR INFO GLOBAL LTD.,531083,nihar info global
Indo Bonito Multinational Ltd.,531084,indo bonito multinational
TULIP STAR HOTELS LTD.,531088,tulip star hotels
UNITED CREDIT LTD.,531091,united credit
OM Infra Ltd,531092,om infra
Mount Everest Mineral Water Ltd.,531096,mount everest mineral water
Rubra Medicaments Ltd.,531099,rubra medicaments
SURANA CORPORATION LTD.,531102,surana corporation
ISHAN DYES & CHEMICALS LTD.,531109,ishan dyes chemicals
GOTHI PLASCON (INDIA) LTD.,531111,gothi plascon
Balu Forge Industries Ltd,531112,balu forge
SYNERGY COSMETICS (EXIM) LTD.,531115,synergy cosmetics exim
Silverton Spinners Limited,531118,silverton spinners
CEENIK EXPORTS (INDIA) LTD.,531119,ceenik exports
PATEL ENGINEERING LTD.,531120,patel engineering
VIRTUALSOFT SYSTEMS LTD.,531126,virtualsoft systems
Mena Mani Industries Ltd,531127,mena mani
INANI MARBLES & INDUSTRIES LTD.,531129,inani marbles
Le Waterina Resorts & Hotels Limited,531134,le waterina resorts hotels
GEMSTONE INVESTMENTS LTD.,531137,gemstone investments
El Forge Ltd.,531144,el forge
MEDICAMEN BIOTECH LTD.,531146,medicamen biotech
Alicon Castalloy Limited,531147,alicon castalloy
SHREE RANG MARK TRAVELS LTD.,531149,shree rang mark travels
DILIGENT INDUSTRIES LTD.,531153,diligent
EPSOM PROPERTIES LTD.,531155,epsom properties
ALFAVISION OVERSEAS (INDIA) LTD.,531156,alfavision overseas
ORGANIC COATINGS LTD.,531157,organic coatings
Catvision Limited,531158,catvision
Saumya Capital Limited,531160,saumya capital
ABM KNOWLEDGEWARE LTD.,531161,abm knowledgeware
EMAMI LTD.,531162,emami
Kemistar Corporation Limited,531163,kemistar corporation
LASER DIAMONDS LTD.,531164,laser diamonds
SKP SECURITIES LTD.,531169,skp securities
Devika Proteins Ltd.,531171,devika proteins
PRANAVADITYA SPINNING MILLS LTD.,531172,pranavaditya spinning mills
SYSCHEM (INDIA) LTD.,531173,syschem
BLS INFOTECH LTD.,531175,bls infotech
MEFCOM CAPITAL MARKETS LTD.,531176,mefcom capital markets
Hemang Resources Ltd,531178,hemang resources
ARMAN FINANCIAL SERVICES LTD.,531179,arman financial services
Tavernier Resources Limi,531190,tavernier resources limi
FILTRON ENGINEERS LTD.,531191,filtron engineers
Midas Infra Trade Limited,531192,midas infra trade
GAGAN POLYCOT INDIA LTD.,531196,gagan polycot
DHANADA CORPORATION LTD.,531198,dhanada corporation
GLANCE FINANCE LTD.,531199,glance finance
SHILCHAR TECHNOLOGIES LTD.,531201,shilchar technologies
Tradewell Holdings Ltd,531203,tradewell holdings
Tine Agro Ltd,531205,tine agro
KWALITY CREDIT & LEASING LTD.,531206,kwality credit leasing
RAYMED LABS LTD.,531207,raymed labs
NUCLEUS SOFTWARE EXPORTS LTD.,531209,nucleus software exports
COLINZ LABORATORIES LTD.,531210,colinz laboratories
WELLNESS NONI LTD.,531211,wellness noni
NALIN LEASE FINANCE LTD.,531212,nalin lease finance
MANAPPURAM FINANCE LTD.,531213,manappuram finance
RTS POWER CORPORATION LTD.,531215,rts power corporation
COMFORT INTECH LTD.,531216,comfort intech
WESTERN INDIA SHIPYARD LTD.,531217,western india shipyard
Rishab Financial Services Ltd.,531218,rishab financial services
SHYAMA INFOSYS LTD.,531219,shyama infosys
MAYUR FLOORINGS LTD.,531221,mayur floorings
ANJANI SYNTHETICS LTD.,531223,anjani synthetics
Xtglobal Infotech Ltd,531225,xtglobal infotech
Doon Valley Rice Ltd.,531226,doon valley rice
DECO-MICA LTD.,531227,deco mica
RANDER CORPORATION LTD.,531228,rander corporation
RASI ELECTRODES LTD.,531233,rasi electrodes
Scoobee Day Garments (India) Ltd,531234,scoobee day garments
CITIPORT FINANCIAL SERVICES LTD.,531235,citiport financial services
MEWAR POLYTEX LTD.,531236,mewar polytex
DHRUVA CAPITAL SERVICES LTD.,531237,dhruva capital services
Linc Ltd,531241,linc
PRIMA INDUSTRIES LTD.,531246,prima
Alpha Hi-tech Fuel Ltd.,531247,alpha hi tech fuel
RNB INDUSTRIES LTD.,531250,rnb
Aneri Fincap Ltd,531252,aneri fincap
INDIA GELATINE & CHEMICALS LTD.,531253,india gelatine chemicals
Optimus Finance Ltd,531254,optimus finance
PARAGON FINANCE LTD.,531255,paragon finance
PRATIKSHA CHEMICALS LTD.,531257,pratiksha chemicals
Esha Media Research Limited,531259,esha media research
Refex Renewables & Infrastructure Ltd,531260,refex renewables infrastructure
Surya Industrial Corporation Ltd.,531262,surya industrial corporation
Progrex Ventures Ltd,531265,progrex ventures
V.S.T.TILLERS TRACTORS LTD.,531266,v s t tillers tractors
B2B SOFTWARE TECHNOLOGIES LTD.,531268,b2b software technologies
Klg Systel Ltd.,531269,klg systel
DAZZEL CONFINDIVE LTD.,531270,dazzel confindive
NIKKI GLOBAL FINANCE LTD.,531272,nikki global finance
Radhe Developers (india) Ltd.,531273,radhe developers
KINETIC TRUST LTD.,531274,kinetic trust
Bombay Swadeshi Stores Ltd.,531276,bombay swadeshi stores
Elixir Capital Ltd,531278,elixir capital
TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,531279,trishakti electronics
PANKAJ POLYMERS LTD.,531280,pankaj polymers
Marble City India Ltd,531281,marble city
CINDRELLA FINANCIAL SERVICES LTD.,531283,cindrella financial services
NATIONAL PLASTIC TECHNOLOGIES LTD.,531287,national plastic technologies
LEAD FINANCIAL SERVICES LTD.,531288,lead financial services
National Fittings Limited,531289,national fittings
SUNLAKE RESORTS & HOTELS LTD.,531295,sunlake resorts hotels
ARTEFACT PROJECTS LTD.,531297,artefact projects
AMIT INTERNATIONAL LTD.,531300,amit international
HIGH STREET FILATEX LTD.,531301,high street filatex
NUTECH GLOBAL LTD.,531304,nutech global
DHP INDIA LTD.,531306,dhp
RRIL Ltd,531307,rril
AVAILABLE FINANCE LTD.,531310,available finance
INTEGRA CAPITAL MANAGEMENT LTD.,531314,integra capital management
MARUTI SECURITIES LTD.,531319,maruti securities
Exotic Coal Ltd.,531320,exotic coal
Sri Havisha Hospitality And Infrastructure Ltd,531322,sri havisha hospitality and infrastructure
Jayatma Industries Ltd,531323,jayatma
ROSELABS FINANCE LTD.,531324,roselabs finance
CHARMS INDUSTRIES LTD.,531327,charms
Kretto Syscon Ltd,531328,kretto syscon
Vikalp Securities Ltd.,531334,vikalp securities
ZYDUS WELLNESS LTD.,531335,zydus wellness
AUROMA COKE LTD.,531336,auroma coke
WinPro Industries Ltd,531337,winpro
MILESTONE GLOBAL LTD.,531338,milestone global
JAIHIND PROJECTS LTD.,531339,jaihind projects
BERVIN INVESTMENT & LEASING LTD.,531340,bervin investment leasing
GUJARAT INVESTA LTD.,531341,gujarat investa
INDIA INFRASPACE LTD.,531343,india infraspace
CONTAINER CORPORATION OF INDIA LTD.,531344,container corporation of
EASTERN TREADS LTD.,531346,eastern treads
PANACEA BIOTEC LTD.,531349,panacea biotec
PEETI SECURITIES LTD.,531352,peeti securities
Mercury Ev-Tech Ltd,531357,mercury ev tech
CHOICE INTERNATIONAL LTD.,531358,choice international
SHRIRAM ASSET MANAGEMENT CO.LTD.,531359,shriram asset management co
Golechha Global Finance Ltd.,531360,golechha global finance
KARUR K.C.P.PACKKAGINGS LTD.,531363,karur k c p packkagings
Ekansh Concepts Ltd,531364,ekansh concepts
Kohinoor Broadcasting Corporation Ltd.,531366,kohinoor broadcasting corporation
DOLLEX INDUSTRIES LTD.,531367,dollex
Sparc Electrex Ltd,531370,sparc electrex
THE BYKE HOSPITALITY LTD.,531373,the byke hospitality
CENTENIAL SURGICAL SUTURE LTD.,531380,centenial surgical suture
ARIHANT FOUNDATIONS & HOUSING LTD.,531381,arihant foundations housing
JAYAVANT PRODUCTS LTD.,531382,jayavant products
HASTI FINANCE LTD.,531387,hasti finance
UPSURGE INVESTMENT & FINANCE LTD.,531390,upsurge investment finance
ASIAN FLORA LTD.,531392,asian flora
PADAM COTTON YARNS LTD.,531395,padam cotton yarns
WOMEN NETWORKS LTD.,531396,women networks
POLYCON INTERNATIONAL LTD.,531397,polycon international
SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,531398,source natural foods herbal suppl
ALMONDZ GLOBAL SECURITIES LTD.,531400,almondz global securities
LWS KNITWEAR LTD.,531402,lws knitwear
ZICOM ELECTRONIC SECURITY SYSTEMS LTD.,531404,zicom electronic security systems
ANS Industries Ltd,531406,ans
ALCHEMIST CORPORATION LTD.,531409,alchemist corporation
GUJARAT FOILS LTD.,531410,gujarat foils
TUNI TEXTILE MILLS LTD.,531411,tuni textile mills
Radix Industries (India) Limited,531412,radix industries
KIRAN PRINT-PACK LTD.,531413,kiran print pack
NARENDRA PROPERTIES LTD.,531416,narendra properties
MEGA CORPORATION LTD.,531417,mega corporation
Goplee Infotech Ltd.,531419,goplee infotech
BMB MUSIC & MAGNETICS LTD.,531420,bmb music magnetics
TAMIL NADU NEWSPRINT & PAPERS LTD.,531426,tamil nadu newsprint papers
Advent Computer Services Ltd.,531429,advent computer services
SHAKTI PUMPS (INDIA) LTD.,531431,shakti pumps
SYSTEMATIX SECURITIES LTD.,531432,systematix securities
SUNGOLD CAPITAL LTD.,531433,sungold capital
Saffron Industries Limited,531436,saffron
Prakash Woollen & Synthetic Mills Ltd,531437,prakash woollen synthetic mills
GOLDSTONE TECHNOLOGIES LTD.,531439,goldstone technologies
Vardhman Concrete Limited,531444,vardhman concrete
Rockon Enterprises Ltd,531447,rockon enterprises
Safal Securities Ltd,531448,safal securities
GRM OVERSEAS LTD.,531449,grm overseas
NCC FINANCE LTD.,531452,ncc finance
MOHIT INDUSTRIES LTD.,531453,mohit
POLYLINK POLYMERS (INDIA) LTD.,531454,polylink polymers
MINAXI TEXTILES LTD.,531456,minaxi textiles
Boston Bio Systems Ltd.,531458,boston bio systems
CONTINENTAL CONTROLS LTD.,531460,continental controls
Global Infratech & Finance limited,531463,global infratech finance
NOUVEAU GLOBAL VENTURES LTD.,531465,nouveau global ventures
ARNAV CORPORATION LTD.,531467,arnav corporation
Emporis Projects Limited,531470,emporis projects
DUKE OFFSHORE LTD.,531471,duke offshore
CYBELE INDUSTRIES LTD.,531472,cybele
GLOBAL LAND MASTERS CORPORATION LTD.,531479,global land masters corporation
Beta-kappa Investments Ltd.,531481,beta kappa investments
FILMCITY MEDIA LTD.,531486,filmcity media
CG-VAK SOFTWARE & EXPORTS LTD.,531489,cg vak software exports
Navkar Urbanstructure Ltd,531494,navkar urbanstructure
BLUE COAST HOTELS LTD.,531495,blue coast hotels
OMKAR OVERSEAS LTD.,531496,omkar overseas
MADHUCON PROJECTS LTD.,531497,madhucon projects
SYBLY INDUSTRIES LTD.,531499,sybly
RAJESH EXPORTS LTD.,531500,rajesh exports
ESAAR (INDIA) LTD.,531502,esaar
MARIS SPINNERS LTD.,531503,maris spinners
INDERGIRI FINANCE LTD.,531505,indergiri finance
SHUKRA BULLIONS LTD.,531506,shukra bullions
EVEREADY INDUSTRIES INDIA LTD.,531508,eveready industries
STEP TWO CORPORATION LTD.,531509,step two corporation
ORIENT TRADELINK LTD.,531512,orient tradelink
MAHAN INDUSTRIES LTD.,531515,mahan
Alang Industrial Gases Ltd.,531517,alang industrial gases
Vikas Proppant & Granite Ltd,531518,vikas proppant granite
ANKUSH FINSTOCK LTD.,531519,ankush finstock
DESH RAKSHAK AUSHDHALAYA LTD.,531521,desh rakshak aushdhalaya
RASOYA PROTEINS LTD.,531522,rasoya proteins
ICSA (INDIA) LTD.,531524,icsa
ACE SOFTWARE EXPORTS LTD.,531525,ace software exports
HATSUN AGRO PRODUCT LTD.,531531,hatsun agro product
Accedere Ltd,531533,accedere
Jyothi Infraventures Ltd.,531537,jyothi infraventures
RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.,531539,rishabh digha steel allied products
MARUTI INFRASTRUCTURE LTD.,531540,maruti infrastructure
Kobo Biotech Ltd,531541,kobo biotech
JINDAL WORLDWIDE LTD.,531543,jindal worldwide
VERTEX SPINNING LTD.,531544,vertex spinning
TIRUPATI INDUSTRIES (INDIA) LTD.,531547,tirupati industries
SOMANY CERAMICS LTD.,531548,somany ceramics
JHAVERI CREDITS & CAPITAL LTD.,531550,jhaveri credits capital
INTERCORP INDUSTRIES LTD.,531551,intercorp
RAGHUNATH TOBACCO CO.LTD.,531552,raghunath tobacco co
Disha Resources Ltd,531553,disha resources
CORAL INDIA FINANCE & HOUSING LTD.,531556,coral india finance housing
AMIT SECURITIES LTD.,531557,amit securities
AROMA ENTERPRISES (INDIA) LTD.,531560,aroma enterprises
PUSHPSONS INDUSTRIES LTD.,531562,pushpsons
Indo Pacific Projects Ltd,531565,indo pacific projects
ASHUTOSH PAPER MILLS LTD.,531568,ashutosh paper mills
SANJIVANI PARANTERAL LTD.,531569,sanjivani paranteral
Blazon Marbles Limited,531570,blazon marbles
VAS INFRASTRUCTURE LTD.,531574,vas infrastructure
KMF BUILDERS & DEVELOPERS LTD.,531578,kmf builders developers
ALKA DIAMOND INDUSTRIES LTD.,531581,alka diamond
BERYL SECURITIES LTD.,531582,beryl securities
RAP MEDIA LTD.,531583,rap media
DEVINE IMPEX LTD.,531585,devine impex
BILPOWER LTD.,531590,bilpower
BAMPSL SECURITIES LTD.,531591,bampsl securities
Genpharmasec Ltd,531592,genpharmasec
INCON ENGINEERS LTD.,531594,incon engineers
Capri Global Capital Limited,531595,capri global capital
Midland Polymers Ltd.,531597,midland polymers
NIMBUS FOODS INDUSTRIES LTD.,531598,nimbus foods
FDC LTD.,531599,fdc
Gogia Capital Services Limited,531600,gogia capital services
KOFFEE BREAK PICTURES LTD.,531602,koffee break pictures
GORANI INDUSTRIES LTD.,531608,gorani
KG PETROCHEM LTD.,531609,kg petrochem
AADHAAR VENTURES INDIA LTD.,531611,aadhaar ventures
KGN INDUSTRIES LTD.,531612,kgn
Meyer Apparel Ltd,531613,meyer apparel
Era Buildsys Limited,531615,era buildsys
Starcom Information Technology Ltd,531616,starcom information technology
CENTERAC TECHNOLOGIES LTD.,531621,centerac technologies
COUNTRY CONDO'S LTD.,531624,country condo s
OROSIL SMITHS INDIA LTD.,531626,orosil smiths
Raghava Estates And Properties Ltd,531627,raghava estates and properties
Tejassvi Aaharam Ltd,531628,tejassvi aaharam
LINCOLN PHARMACEUTICALS LTD.,531633,lincoln pharmaceuticals
SILVER OAK (INDIA) LTD.,531635,silver oak
Praveg Ltd,531637,praveg
SURAJ LTD.,531638,suraj
Suvidha Infraestate Corporation Limited,531640,suvidha infraestate corporation
MARICO LTD.,531642,marico
TOKYO FINANCE LTD.,531644,tokyo finance
Southern Ispat And Energy Ltd,531645,southern ispat and energy
Rfl International Ltd.,531646,rfl international
Mahavir Industries Limited,531648,mahavir
VAX HOUSING FINANCE CORPORATION LTD.,531650,vax housing finance corporation
NATIONAL GENERAL INDUSTRIES LTD.,531651,national general
THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,531652,thirdwave financial intermediaries
Abate As Industries Ltd,531658,abate as
TSL INDUSTRIES LTD.,531659,tsl
HITTCO TOOLS LTD.,531661,hittco tools
YUVRAAJ HYGIENE PRODUCTS LTD.,531663,yuvraaj hygiene products
MAHAVIR IMPEX LTD.,531664,mahavir impex
RR MetalMakers India Ltd,531667,rr metalmakers
Vision Corporation Ltd.,531668,vision corporation
Bisil Plast Limited,531671,bisil plast
INANI SECURITIES LTD.,531672,inani securities
ANKA INDIA LTD.,531673,anka
INDO-ASIAN PROJECTS LTD.,531674,indo asian projects
TRICOM INDIA LTD.,531675,tricom
VAGHANI TECHNO-BUILD LTD.,531676,vaghani techno build
ARIS INTERNATIONAL LTD.,531677,aris international
Anand Credit Ltd.,531678,anand credit
MAYUR LEATHER PRODUCTS LTD.,531680,mayur leather products
Amerise Biosciences Ltd,531681,amerise biosciences
CAT TECHNOLOGIES LTD.,531682,cat technologies
ADVIK LABORATORIES LTD.,531686,advik laboratories
KARUTURI GLOBAL LTD.,531687,karuturi global
Prithvi Exchange (India) Ltd,531688,prithvi exchange
Mahavir Advanced Remedies Ltd.,531689,mahavir advanced remedies
Khyati Multimedia-entertainment Ltd.,531692,khyati multimedia entertainment
Yantra Natural Resources Ltd.,531693,yantra natural resources
RAINBOW FOUNDATIONS LTD.,531694,rainbow foundations
Veronica Production Ltd,531695,veronica production
SUPER DOMESTIC MACHINES LTD.,531699,super domestic machines
TRIBHUVAN HOUSING LTD.,531703,tribhuvan housing
TRILOGIC DIGITAL MEDIA LTD.,531712,trilogic digital media
BLUECHIP STOCKSPIN LTD.,531713,bluechip stockspin
Tricom Fruit Products Limited,531716,tricom fruit products
Vidhi Specialty Food Ingredients Ltd,531717,vidhi specialty food ingredients
BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,531719,bhagiradha chemicals
Alpha Graphic India Ltd.,531720,alpha graphic
GACM Technologies Ltd,531723,gacm technologies
HRB FLORICULTURE LTD.,531724,hrb floriculture
PANCHSHEEL ORGANICS LTD.,531726,panchsheel organics
MENON PISTONS LTD.,531727,menon pistons
AARYA GLOBAL SHARES AND SECURITIES LTD.,531731,aarya global shares and securities
PRISM FINANCE LTD.,531735,prism finance
Greencrest Financial Services Limited,531737,greencrest financial services
SILICON VALLEY INFOTECH LTD.,531738,silicon valley infotech
GENNEX LABORATORIES LTD.,531739,gennex laboratories
HIRA AUTOMOBILES LTD.,531743,hira automobiles
GINI SILK MILLS LTD.,531744,gini silk mills
PRAJAY ENGINEERS SYNDICATE LTD.,531746,prajay engineers syndicate
Encore Software Ltd.,531750,encore software
Biogen Pharmachem Industries Ltd,531752,biogen pharmachem
FINTECH COMMUNICATIONS LTD.,531754,fintech communications
G.K.CONSULTANTS LTD.,531758,g k consultants
Fusion Fittings (i) Ltd.,531760,fusion fittings i
Apollo Pipes Ltd,531761,apollo pipes
UNJHA FORMULATIONS LTD.,531762,unjha formulations
POLY MEDICURE LTD.,531768,poly medicure
Pfl Infotech Ltd.,531769,pfl infotech
Shraddha Prime Projects Ltd,531771,shraddha prime projects
Cistro Telelink Ltd.,531775,cistro telelink
Intellvisions Software Ltd.,531777,intellvisions software
KACHCHH MINERALS LTD.,531778,kachchh minerals
Kaiser Corporation Limited,531780,kaiser corporation
SAPAN CHEMICALS LTD.,531781,sapan chemicals
AZURE EXIM SERVICES LTD.,531783,azure exim services
KCL Infra Projects Ltd,531784,kcl infra projects
NOVAGOLD PETRO-RESOURCES LTD.,531791,novagold petro resources
SESHACHAL TECHNOLOGIES LTD.,531794,seshachal technologies
ATUL AUTO LTD.,531795,atul auto
SCAN PROJECTS LTD.,531797,scan projects
PRERNA INFRABUILD LTD.,531802,prerna infrabuild
Ing Vysya Bank Ltd.,531807,ing vysya bank
METAL COATINGS (INDIA) LTD.,531810,metal coatings
SGN TELECOMS LTD.,531812,sgn telecoms
GANGA PAPERS INDIA LTD.,531813,ganga papers
TIRUPATI SARJAN LTD.,531814,tirupati sarjan
PANORAMIC UNIVERSAL LTD.,531816,panoramic universal
NUWAY ORGANIC NATURALS INDIA LTD.,531819,nuway organic naturals
Finalysis Credit & Guarantee Co.ltd.,531820,finalysis credit guarantee co
MUNOTH FINANCIAL SERVICES LTD.,531821,munoth financial services
Rodium Realty Limited,531822,rodium realty
ARVIND REMEDIES LTD.,531823,arvind remedies
RCC CEMENTS LTD.,531825,rcc cements
Dee Kartavya Finance Ltd.,531826,dee kartavya finance
Todays Writing Instruments Ltd,531830,todays writing instruments
UNISYS SOFTWARES & HOLDING INDUSTRIES LTD.,531831,unisys softwares holding
NAGARJUNA AGRI TECH LTD.,531832,nagarjuna agri tech
Natura Hue Chem Ltd.,531834,natura hue chem
Sms Techsoft (india) Limited,531838,sms techsoft
IEC EDUCATION LTD.,531840,iec education
Indus Finance Ltd,531841,indus finance
LAHOTI OVERSEAS LTD.,531842,lahoti overseas
Zenith Steel Pipes & Industries Ltd,531845,zenith steel pipes
TRINITY LEAGUE INDIA LTD.,531846,trinity league
ASIAN STAR CO.LTD.,531847,asian star co
FUNWORLD & TOURISM DEVELOPMENT LTD.,531854,funworld tourism development
PRABHAV INDUSTRIES LTD.,531855,prabhav
Oriental Rail Infrastructure Ltd,531859,oriental rail infrastructure
JOINDRE CAPITAL SERVICES LTD.,531861,joindre capital services
BHARAT AGRI FERT & REALTY LTD.,531862,bharat agri fert realty
Sigrun Holdings Limited,531863,sigrun holdings
Volant Textile Mills Ltd.,531865,volant textile mills
Aagam Capital Ltd.,531866,aagam capital
UNITECH INTERNATIONAL LTD.,531867,unitech international
SACHETA METALS LTD.,531869,sacheta metals
POPULAR ESTATE MANAGEMENT LTD.,531870,popular estate management
Venus Power Ventures (india) Ltd.,531874,venus power ventures
ANJANI FINANCE LTD.,531878,anjani finance
PIONEER DISTILLERIES LTD.,531879,pioneer distilleries
GUJARAT METALLIC COAL & COKE LTD.,531881,gujarat metallic coal coke
Kwality Limited,531882,kwality
SVA INDIA LTD.,531885,sva
Scope Industries (India) Limited,531886,scope industries
RAHUL MERCHANDISING LTD.,531887,rahul merchandising
REXNORD ELECTRONICS & CONTROLS LTD.,531888,rexnord electronics controls
Integrated Industries Ltd,531889,integrated
KHANDWALA SECURITIES LTD.,531892,khandwala securities
SAWACA BUSINESS MACHINES LTD.,531893,sawaca business machines
Accentia Technologies Ltd.,531897,accentia technologies
SANGUINE MEDIA LTD.,531898,sanguine media
CCL INTERNATIONAL LTD.,531900,ccl international
Sterling Webnet Ltd.,531901,sterling webnet
GALLOPS ENTERPRISE LTD.,531902,gallops enterprise
GLOBUS CORPORATION LTD.,531904,globus corporation
Croissance Ltd,531909,croissance
Toheal Pharmachem Ltd.,531910,toheal pharmachem
GALAXY AGRICO EXPORTS LTD.,531911,galaxy agrico exports
GOPAL IRON & STEELS CO.(GUJARAT) LTD.,531913,gopal iron steels co gujarat
Twinstar Industries Limited,531917,twinstar
HINDUSTAN APPLIANCES LTD.,531918,hindustan appliances
MUDIT FINLEASE LTD.,531919,mudit finlease
AGARWAL INDUSTRIAL CORPORATION LTD.,531921,agarwal industrial corporation
DHAMPURE SPECIALITY SUGARS LTD.,531923,dhampure speciality sugars
Shantanu Sheorey Aquakult Ltd.,531925,shantanu sheorey aquakult
GOLDEN CARPETS LTD.,531928,golden carpets
INNOCORP LTD.,531929,innocorp
SARTHAK INDUSTRIES LTD.,531930,sarthak
SAI CAPITAL LTD.,531931,sai capital
SUPREME TEX MART LTD.,531934,supreme tex mart
BLUE CHIP INDIA LTD.,531936,blue chip
BECKONS INDUSTRIES LTD.,531937,beckons
Genus Commu-trade Ltd.,531939,genus commu trade
Servoteach Industries Ltd,531944,servoteach
SUNITEE CHEMICALS LTD.,531945,sunitee chemicals
CHADHA PAPERS LTD.,531946,chadha papers
VERTEX SECURITIES LTD.,531950,vertex securities
RIBA TEXTILES LTD.,531952,riba textiles
Newtime Infrastructure Limited,531959,newtime infrastructure
Jindal Online.com Ltd.,531960,jindal online com
SHREE METALLOYS LTD.,531962,shree metalloys
UNIVERSAL CREDIT & SECURITIES LTD.,531963,universal credit securities
IITL PROJECTS LIMITED,531968,iitl projects
HARI GOVIND INTERNATIONAL LTD.,531971,hari govind international
TRIDENT TOOLS LTD.,531972,trident tools
CHARTERED LOGISTICS LTD.,531977,chartered logistics
AMBIKA COTTON MILLS LTD.,531978,ambika cotton mills
HIND ALUMINIUM INDUSTRIES LTD.,531979,hind aluminium
Senthil Infotek Ltd,531980,senthil infotek
SPECTRUM FOODS LTD.,531982,spectrum foods
DECCAN POLYPACKS LTD.,531989,deccan polypacks
AMRAWORLD AGRICO LTD.,531991,amraworld agrico
AUTO PINS (INDIA) LTD.,531994,auto pins
ODYSSEY CORPORATION LTD.,531996,odyssey corporation
INDUCTO STEEL LTD.,532001,inducto steel
SAM INDUSTRIES LTD.,532005,sam
SHREEVATSAA FINANCE & LEASING LTD.,532007,shreevatsaa finance leasing
POOJA ENTERTAINMENT AND FILMS LTD.,532011,pooja entertainment and films
GRAVITY (INDIA) LTD.,532015,gravity
Espire Hospitality Limited,532016,espire hospitality
SENBO INDUSTRIES LTD.,532021,senbo
FILATEX FASHIONS LTD.,532022,filatex fashions
R.B.GUPTA FINANCIALS LTD.,532024,r b gupta financials
SOWBHAGYA MEDIA LTD.,532025,sowbhagya media
Sindhu Trade Links Limited,532029,sindhu trade links
JAIN STUDIOS LTD.,532033,jain studios
Safal Herbs Limited,532034,safal herbs
UNISTAR MULTIMEDIA LTD.,532035,unistar multimedia
EMMSONS INTERNATIONAL LTD.,532038,emmsons international
ZENOTECH LABORATORIES LTD.,532039,zenotech laboratories
HINDUSTAN BIO SCIENCES LTD.,532041,hindustan bio sciences
FRONTLINE CORPORATION LTD.,532042,frontline corporation
Nexxoft Infotel Ltd.,532045,nexxoft infotel
Swelect Energy Systems Limited,532051,swelect energy systems
WALLFORT FINANCIAL SERVICES LTD.,532053,wallfort financial services
KDDL LTD.,532054,kddl
Rashel Agrotech Ltd.,532055,rashel agrotech
ADINATH EXIM RESOURCES LTD.,532056,adinath exim resources
